kappa,h,p,estimator,budget,comparison,equal_CNOT_shots_completed,gate_shots,counts,fingerprint,scope
0.45,0.0125,0,raw,10000,equal_total_shots,False,70000,results/stage6_v1/end_to_end/measurements/ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87.npz,ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/69a1897f8352fdad31a12291e4254e7fd9f0d2e63ac5d85079bee1af6e00e55a.npz,69a1897f8352fdad31a12291e4254e7fd9f0d2e63ac5d85079bee1af6e00e55a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/69a1897f8352fdad31a12291e4254e7fd9f0d2e63ac5d85079bee1af6e00e55a.npz,69a1897f8352fdad31a12291e4254e7fd9f0d2e63ac5d85079bee1af6e00e55a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f.npz,08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f.npz,08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f.npz,f90bcb57693472819a0ce8fa78eec38ed621e1d3753fdf78c07fb72ad9646c60,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/08bba1d0bb8f4afd55afc83dc63c77c22b42a0c2bb7508617f01621d01e3ae9f.npz,f90bcb57693472819a0ce8fa78eec38ed621e1d3753fdf78c07fb72ad9646c60,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/62ca951466e3ba1c334121fbe6f3acf9190936485ecfcd1a93c6f136c0834124.npz,62ca951466e3ba1c334121fbe6f3acf9190936485ecfcd1a93c6f136c0834124,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.01,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/62ca951466e3ba1c334121fbe6f3acf9190936485ecfcd1a93c6f136c0834124.npz,62ca951466e3ba1c334121fbe6f3acf9190936485ecfcd1a93c6f136c0834124,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/6fe9de61a4367dfb2e720527ef6c3d850fc88399b70cd3761a560892b2eeccd1.npz,6fe9de61a4367dfb2e720527ef6c3d850fc88399b70cd3761a560892b2eeccd1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/6fe9de61a4367dfb2e720527ef6c3d850fc88399b70cd3761a560892b2eeccd1.npz,6fe9de61a4367dfb2e720527ef6c3d850fc88399b70cd3761a560892b2eeccd1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8.npz,b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8.npz,b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8.npz,7006c0b5924d99b494087d48c93c1857738f9b576512a7078c416ea31dbfcb12,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/b8da6b2997e2022b6c3bbe40b0db29044fa466cc4ea00a0a8bf2945ebcffc8c8.npz,7006c0b5924d99b494087d48c93c1857738f9b576512a7078c416ea31dbfcb12,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/6cef372cc60275dc2fc6d88192c6217977678bdfd28d2a7d75f4851038b127aa.npz,6cef372cc60275dc2fc6d88192c6217977678bdfd28d2a7d75f4851038b127aa,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.05,0.05,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/6cef372cc60275dc2fc6d88192c6217977678bdfd28d2a7d75f4851038b127aa.npz,6cef372cc60275dc2fc6d88192c6217977678bdfd28d2a7d75f4851038b127aa,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/5cf3efd9c0d5600f584cc40589df109cc053d1f8ec3e0f55fbe66c4431699e35.npz,5cf3efd9c0d5600f584cc40589df109cc053d1f8ec3e0f55fbe66c4431699e35,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/5cf3efd9c0d5600f584cc40589df109cc053d1f8ec3e0f55fbe66c4431699e35.npz,5cf3efd9c0d5600f584cc40589df109cc053d1f8ec3e0f55fbe66c4431699e35,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21.npz,8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21.npz,8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21.npz,e975462f3959ee21358d2ebc8cb666a393cb16e789a16692367985f5ef8ee75f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/8e3451d842a136843c55025345c06b4499bfd495d29df2ec0cdb500ffc894c21.npz,e975462f3959ee21358d2ebc8cb666a393cb16e789a16692367985f5ef8ee75f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/37191b1e14a31cd1471348ca682b1ceddf2882defb4c245fb9918a2d3a7d669a.npz,37191b1e14a31cd1471348ca682b1ceddf2882defb4c245fb9918a2d3a7d669a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/37191b1e14a31cd1471348ca682b1ceddf2882defb4c245fb9918a2d3a7d669a.npz,37191b1e14a31cd1471348ca682b1ceddf2882defb4c245fb9918a2d3a7d669a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/626562fce88799ef6765f5b25dceedcd80d7ee53d35801fdd67684c89e4f2756.npz,626562fce88799ef6765f5b25dceedcd80d7ee53d35801fdd67684c89e4f2756,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/626562fce88799ef6765f5b25dceedcd80d7ee53d35801fdd67684c89e4f2756.npz,626562fce88799ef6765f5b25dceedcd80d7ee53d35801fdd67684c89e4f2756,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17.npz,39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17.npz,39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17.npz,00ad95d6b579a446b85db6d2a709c3bf667405bb6e0941942e4978b690fc2aee,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/39c3f718707c97ae2f318cac7c9de7950fbb16b624e15e457b75a7574bfc0b17.npz,00ad95d6b579a446b85db6d2a709c3bf667405bb6e0941942e4978b690fc2aee,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/08dce53e41d8b039a4ad0d2f9c17d5f430e8d99eed4dc75f6e505197a9720c1c.npz,08dce53e41d8b039a4ad0d2f9c17d5f430e8d99eed4dc75f6e505197a9720c1c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.01,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/08dce53e41d8b039a4ad0d2f9c17d5f430e8d99eed4dc75f6e505197a9720c1c.npz,08dce53e41d8b039a4ad0d2f9c17d5f430e8d99eed4dc75f6e505197a9720c1c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/e676732690bb5d4e8376f5a4a5310d00c35707e81d7095850a36fa370a26e0f7.npz,e676732690bb5d4e8376f5a4a5310d00c35707e81d7095850a36fa370a26e0f7,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/e676732690bb5d4e8376f5a4a5310d00c35707e81d7095850a36fa370a26e0f7.npz,e676732690bb5d4e8376f5a4a5310d00c35707e81d7095850a36fa370a26e0f7,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d.npz,bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d.npz,bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d.npz,04caf1ccd7a5be505f8be542eefda91201698b4c84cddbbc1a0b9462b296f58c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/bdbc56e17afa021a23fb7c9531637dfb70d1e6c9f289b98616e9bf8019cf606d.npz,04caf1ccd7a5be505f8be542eefda91201698b4c84cddbbc1a0b9462b296f58c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/5e156b8f6c28ec15c7a70ab6b74fa548816df99316a3632b7edcf71aebe65c57.npz,5e156b8f6c28ec15c7a70ab6b74fa548816df99316a3632b7edcf71aebe65c57,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0625,0.05,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/5e156b8f6c28ec15c7a70ab6b74fa548816df99316a3632b7edcf71aebe65c57.npz,5e156b8f6c28ec15c7a70ab6b74fa548816df99316a3632b7edcf71aebe65c57,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/900791c685f1b2ea658807353e4ef3a7dbcc9dcb9b927da610ccaac0d6940223.npz,900791c685f1b2ea658807353e4ef3a7dbcc9dcb9b927da610ccaac0d6940223,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/900791c685f1b2ea658807353e4ef3a7dbcc9dcb9b927da610ccaac0d6940223.npz,900791c685f1b2ea658807353e4ef3a7dbcc9dcb9b927da610ccaac0d6940223,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef.npz,b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef.npz,b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef.npz,a373525cb89ba07148d14767116338912dfc4eacfe35e6bc3307a5a7088c1ec2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/b2eed21ba5adb940931a82a5fe0068886d21349f5d8f00c586dcbdb3970341ef.npz,a373525cb89ba07148d14767116338912dfc4eacfe35e6bc3307a5a7088c1ec2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/ed27e3a0bb05a73bf27a98ae7205616ea9aba5ae2871563c27bbbdece5f693e3.npz,ed27e3a0bb05a73bf27a98ae7205616ea9aba5ae2871563c27bbbdece5f693e3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/ed27e3a0bb05a73bf27a98ae7205616ea9aba5ae2871563c27bbbdece5f693e3.npz,ed27e3a0bb05a73bf27a98ae7205616ea9aba5ae2871563c27bbbdece5f693e3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/b6398cf0e6bfefb0b49b32a8a6a5849bd7aac1d18c2488f63f15f20570c3c9fc.npz,b6398cf0e6bfefb0b49b32a8a6a5849bd7aac1d18c2488f63f15f20570c3c9fc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/b6398cf0e6bfefb0b49b32a8a6a5849bd7aac1d18c2488f63f15f20570c3c9fc.npz,b6398cf0e6bfefb0b49b32a8a6a5849bd7aac1d18c2488f63f15f20570c3c9fc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301.npz,4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301.npz,4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301.npz,c5f5f337da6ce4314e77a815bd484387874bea1666efc7448bb2f135662bc891,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/4a8df5907669d0bca0f37042ab7a4241b189b8237f841be29e7b997d20203301.npz,c5f5f337da6ce4314e77a815bd484387874bea1666efc7448bb2f135662bc891,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/df2347b826f928dd8f3da38ac061a52614091c0392972a9b39f36f02ea3d8bff.npz,df2347b826f928dd8f3da38ac061a52614091c0392972a9b39f36f02ea3d8bff,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.01,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/df2347b826f928dd8f3da38ac061a52614091c0392972a9b39f36f02ea3d8bff.npz,df2347b826f928dd8f3da38ac061a52614091c0392972a9b39f36f02ea3d8bff,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,raw,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/409287b12ffcad8350578a919e3baceb39cdd7f40de256fbebb0a8ef48d5f23f.npz,409287b12ffcad8350578a919e3baceb39cdd7f40de256fbebb0a8ef48d5f23f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,raw,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/409287b12ffcad8350578a919e3baceb39cdd7f40de256fbebb0a8ef48d5f23f.npz,409287b12ffcad8350578a919e3baceb39cdd7f40de256fbebb0a8ef48d5f23f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,zne,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1.npz,223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,zne,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1.npz,223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,zne_quadratic,10000,equal_total_shots,False,929938,results/stage6_v1/end_to_end/measurements/223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1.npz,a0ec03601aa3286877875698f6047ed07eab423f626d7fc6369ce164b3109772,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,zne_quadratic,100000,equal_total_shots,False,9299938,results/stage6_v1/end_to_end/measurements/223aedb486a7371de4ab4ba99290dbcb60b08aca4c6e67d63398325b2864d4a1.npz,a0ec03601aa3286877875698f6047ed07eab423f626d7fc6369ce164b3109772,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,sv,10000,equal_total_shots,False,310000,results/stage6_v1/end_to_end/measurements/ba737df435e2273a5a191b561ccc4729dda604e267a48125bba1b0028dc6b346.npz,ba737df435e2273a5a191b561ccc4729dda604e267a48125bba1b0028dc6b346,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.075,0.05,sv,100000,equal_total_shots,False,3100000,results/stage6_v1/end_to_end/measurements/ba737df435e2273a5a191b561ccc4729dda604e267a48125bba1b0028dc6b346.npz,ba737df435e2273a5a191b561ccc4729dda604e267a48125bba1b0028dc6b346,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0875,0,raw,10000,equal_total_shots,False,630000,results/stage6_v1/end_to_end/measurements/87f17a3ef11389c0f3fa850c44ca15a056874848d0e86b595360c765b41de728.npz,87f17a3ef11389c0f3fa850c44ca15a056874848d0e86b595360c765b41de728,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.0875,0,raw,100000,equal_total_shots,False,6300000,results/stage6_v1/end_to_end/measurements/87f17a3ef11389c0f3fa850c44ca15a056874848d0e86b595360c765b41de728.npz,87f17a3ef11389c0f3fa850c44ca15a056874848d0e86b595360c765b41de728,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
